year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2023,6,1087,irrigated,NA,16,9,1,NA,0,NA,113.0973355,NA,4.728248824,NA,0,NA,NA,NA,NA,V
2019,3,1089,control,NA,5.5,2.5,1,1,0,0,10.79922475,16.49336143,2.379474349,2.802957962,0,0,NA,NA,NA,V
2020,3,1089,control,NA,7,3,1,1,0,0,16.49336143,13.74446786,2.802957962,2.620636406,0,0,NA,NA,NA,V
2021,3,1089,control,NA,7,2.5,1,1,0,0,13.74446786,56.54866776,2.620636406,4.035101644,0,0,NA,NA,NA,V
2022,3,1089,control,NA,12,6,1,1,0,1,56.54866776,169.6460033,4.035101644,5.133713932,0,7,NA,28,NA,V
2023,3,1089,control,NA,13.5,16,1,NA,1,NA,169.6460033,NA,5.133713932,NA,7,NA,28,NA,4,F
2018,6,109,irrigated,NA,11.5,11,1,1,1,0,99.35286767,52.22897787,4.598677833,3.955637472,6,0,NA,NA,NA,F
2019,6,109,irrigated,NA,9.5,7,1,NA,0,NA,52.22897787,NA,3.955637472,NA,0,0,NA,NA,NA,V
2020,6,109,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,109,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2022,6,109,irrigated,NA,NA,NA,NA,1,NA,0,NA,91.89158512,NA,4.52060946,0,0,NA,NA,NA,NA
2023,6,109,irrigated,NA,13,9,1,NA,0,NA,91.89158512,NA,4.52060946,NA,0,NA,NA,NA,NA,V
2018,2,1090,control,NA,6,5,1,1,0,0,23.5619449,70.09678608,3.159632906,4.249876945,0,0,NA,NA,NA,V
2019,2,1090,control,NA,10.5,8.5,1,NA,0,NA,70.09678608,NA,4.249876945,NA,0,0,NA,NA,NA,V
2020,2,1090,control,NA,NA,NA,NA,1,NA,0,NA,13.74446786,NA,2.620636406,0,0,NA,NA,NA,NA
2021,2,1090,control,NA,7,2.5,1,1,0,0,13.74446786,69.11503838,2.620636406,4.235772339,0,0,NA,NA,NA,V
2022,2,1090,control,NA,11,8,1,NA,0,NA,69.11503838,NA,4.235772339,NA,0,0,NA,NA,NA,V
2023,2,1090,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2018,15,1091,drought,NA,6,4.5,1,1,0,0,21.20575041,26.70353756,3.054272391,3.284796049,0,0,NA,NA,NA,V
2019,15,1091,drought,NA,8.5,4,1,NA,0,NA,26.70353756,NA,3.284796049,NA,0,0,NA,NA,NA,V
2020,15,1091,drought,NA,NA,NA,NA,1,NA,0,NA,15.70796327,NA,2.754167798,0,0,NA,NA,NA,NA
2021,15,1091,drought,NA,10,2,1,1,0,0,15.70796327,11.78097245,2.754167798,2.466485726,0,0,NA,NA,NA,V
2022,15,1091,drought,NA,6,2.5,1,1,0,0,11.78097245,25.13274123,2.466485726,3.224171428,0,0,NA,NA,NA,V
2023,15,1091,drought,NA,8,4,1,NA,0,NA,25.13274123,NA,3.224171428,NA,0,NA,NA,NA,NA,V
2021,7,1097,drought,NA,5.5,2,1,1,0,0,8.639379797,21.20575041,2.156330798,3.054272391,0,0,NA,NA,NA,V
2022,7,1097,drought,NA,9,3,1,1,0,0,21.20575041,54.97787144,3.054272391,4.006930767,0,0,NA,NA,NA,V
2023,7,1097,drought,NA,14,5,1,NA,0,NA,54.97787144,NA,4.006930767,NA,0,NA,NA,NA,NA,V
2017,1,11,irrigated,NA,9,4,1,1,0,0,28.27433388,30.23782929,3.341954463,3.409093766,0,0,NA,NA,NA,V
2018,1,11,irrigated,NA,7,5.5,1,1,0,0,30.23782929,24.74004215,3.409093766,3.208423071,0,0,NA,NA,NA,V
2019,1,11,irrigated,NA,9,3.5,1,1,0,0,24.74004215,17.27875959,3.208423071,2.849477978,0,0,NA,NA,NA,V
2020,1,11,irrigated,NA,5.5,4,1,1,0,0,17.27875959,25.13274123,2.849477978,3.224171428,0,0,NA,NA,NA,V
2021,1,11,irrigated,NA,8,4,1,0,0,0,25.13274123,NA,3.224171428,NA,0,0,NA,NA,NA,V
2022,1,11,irrigated,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,1,11,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,2,110,control,NA,3.5,3,1,0,1,0,8.246680716,NA,2.109810782,NA,5,0,NA,NA,NA,F
2019,2,110,control,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,2,110,control,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,110,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,110,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,5,1101,drought,NA,6,4,1,1,0,0,18.84955592,NA,2.936489355,NA,0,0,NA,NA,NA,V
2020,5,1101,drought,NA,NA,NA,1,1,0,0,NA,5.890486225,NA,1.773338545,0,0,NA,NA,NA,dormant
2021,5,1101,drought,NA,5,1.5,1,1,0,0,5.890486225,73.43472828,1.773338545,4.296396961,0,0,NA,NA,NA,V
2022,5,1101,drought,NA,11,8.5,1,1,0,0,73.43472828,141.3716694,4.296396961,4.951392376,0,0,NA,NA,NA,V
2023,5,1101,drought,NA,15,12,1,NA,0,NA,141.3716694,NA,4.951392376,NA,0,NA,NA,NA,NA,V
2019,11,1102,control,NA,8,4,1,1,0,0,25.13274123,9.424777961,3.224171428,2.243342175,0,0,NA,NA,NA,V
2020,11,1102,control,NA,6,2,1,1,0,0,9.424777961,31.41592654,2.243342175,3.447314979,0,0,NA,NA,NA,V
2021,11,1102,control,NA,10,4,1,1,0,0,31.41592654,NA,3.447314979,NA,0,0,NA,NA,NA,V
2022,11,1102,control,NA,NA,NA,1,1,0,0,NA,24.74004215,NA,3.208423071,0,0,NA,NA,NA,dormant
2023,11,1102,control,NA,9,3.5,1,NA,0,NA,24.74004215,NA,3.208423071,NA,0,NA,NA,NA,NA,V
2019,6,1103,irrigated,NA,12,4.5,1,0,0,0,42.41150082,NA,3.747419571,NA,0,0,NA,NA,NA,V
2020,6,1103,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,6,1103,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,1103,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,15,1109,drought,NA,5,3,1,1,0,0,11.78097245,NA,2.466485726,NA,0,0,NA,NA,NA,V
2019,15,1109,drought,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2020,15,1109,drought,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,15,1109,drought,NA,NA,NA,NA,1,NA,0,NA,15.70796327,NA,2.754167798,0,0,NA,NA,NA,NA
2022,15,1109,drought,NA,5,4,1,1,0,0,15.70796327,21.99114858,2.754167798,3.090640035,0,0,NA,NA,NA,V
2023,15,1109,drought,NA,8,3.5,1,NA,0,NA,21.99114858,NA,3.090640035,NA,0,NA,NA,NA,NA,V
2018,6,1110,irrigated,NA,9.5,7.5,1,1,1,1,55.95961914,76.57632093,4.024630344,4.338287903,4,3,NA,NA,NA,F
2019,6,1110,irrigated,NA,13,7.5,1,NA,1,NA,76.57632093,NA,4.338287903,NA,3,0,NA,NA,NA,F
2020,6,1110,irrigated,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,1110,irrigated,NA,NA,NA,1,1,0,0,NA,59.69026042,NA,4.089168865,0,0,NA,NA,NA,dormant
2022,6,1110,irrigated,NA,9.5,8,1,1,0,1,59.69026042,176.7145868,4.089168865,5.174535927,0,6,NA,88,NA,V
2023,6,1110,irrigated,NA,18,12.5,1,NA,1,NA,176.7145868,NA,5.174535927,NA,6,NA,88,NA,14,F
2018,2,1111,control,NA,2,3,1,0,0,0,4.71238898,NA,1.550194994,NA,0,0,NA,NA,NA,V
2019,2,1111,control,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,2,1111,control,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,1111,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,1111,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,6,1112,irrigated,NA,9.5,6,1,1,1,0,44.76769531,33.37942194,3.801486793,3.507939601,5,0,NA,NA,NA,F
2019,6,1112,irrigated,NA,8.5,5,1,NA,0,NA,33.37942194,NA,3.507939601,NA,0,0,NA,NA,NA,V
2020,6,1112,irrigated,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,6,1112,irrigated,NA,NA,NA,1,1,0,0,NA,62.83185307,NA,4.140462159,0,0,NA,NA,NA,dormant
2022,6,1112,irrigated,NA,10,8,1,1,0,0,62.83185307,40.8407045,4.140462159,3.709679243,0,0,NA,NA,NA,V
2023,6,1112,irrigated,NA,13,4,1,NA,0,NA,40.8407045,NA,3.709679243,NA,0,NA,NA,NA,NA,V
2018,2,1113,control,NA,2,3,1,1,0,0,4.71238898,6.283185307,1.550194994,1.837877066,0,0,NA,NA,NA,V
2019,2,1113,control,NA,4,2,1,NA,0,NA,6.283185307,NA,1.837877066,NA,0,0,NA,NA,NA,V
2020,2,1113,control,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,2,1113,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,1113,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,9,1114,irrigated,NA,5,4,1,1,0,0,15.70796327,8.246680716,2.754167798,2.109810782,0,0,NA,NA,NA,V
2019,9,1114,irrigated,NA,7,1.5,1,1,0,0,8.246680716,8.835729338,2.109810782,2.178803653,0,0,NA,NA,NA,V
2020,9,1114,irrigated,NA,4.5,2.5,1,0,0,NA,8.835729338,NA,2.178803653,NA,0,0,NA,NA,NA,V
2021,9,1114,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,9,1114,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,9,1114,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,11,1115,control,NA,8,5,1,1,0,0,31.41592654,56.74501731,3.447314979,4.038567852,0,0,NA,NA,NA,V
2019,11,1115,control,NA,8.5,8.5,1,0,0,0,56.74501731,NA,4.038567852,NA,0,0,NA,NA,NA,V
2020,11,1115,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,11,1115,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,11,1115,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,2,1117,control,NA,7,4,1,1,0,0,21.99114858,15.31526419,3.090640035,2.72884999,0,0,NA,NA,NA,V
2019,2,1117,control,NA,6.5,3,1,NA,0,NA,15.31526419,NA,2.72884999,NA,0,0,NA,NA,NA,V
2020,2,1117,control,NA,NA,NA,NA,1,NA,0,NA,11.78097245,NA,2.466485726,0,0,NA,NA,NA,NA
2021,2,1117,control,NA,6,2.5,1,1,0,0,11.78097245,11.78097245,2.466485726,2.466485726,0,0,NA,NA,NA,V
2022,2,1117,control,NA,6,2.5,1,1,0,0,11.78097245,14.13716694,2.466485726,2.648807283,0,0,NA,NA,NA,V
2023,2,1117,control,NA,6,3,1,NA,0,NA,14.13716694,NA,2.648807283,NA,0,NA,NA,NA,NA,V
2018,6,1119,irrigated,NA,7,2,1,1,0,0,10.99557429,11.78097245,2.397492854,2.466485726,0,0,NA,NA,NA,V
2019,6,1119,irrigated,NA,6,2.5,1,NA,0,NA,11.78097245,NA,2.466485726,NA,0,0,NA,NA,NA,V
2020,6,1119,irrigated,NA,NA,NA,NA,1,NA,0,NA,13.74446786,NA,2.620636406,0,0,NA,NA,NA,NA
2021,6,1119,irrigated,NA,7,2.5,1,1,0,0,13.74446786,81.68140899,2.620636406,4.402826424,0,0,NA,NA,NA,V
2022,6,1119,irrigated,NA,13,8,1,1,0,0,81.68140899,198.7057353,4.402826424,5.291825013,0,0,NA,NA,NA,V
2023,6,1119,irrigated,NA,22,11.5,1,NA,0,NA,198.7057353,NA,5.291825013,NA,0,NA,NA,NA,NA,V
2017,1,111A,irrigated,NA,4,2,1,NA,0,NA,6.283185307,NA,1.837877066,NA,0,0,NA,NA,NA,V
2018,1,111A,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2017,1,111B,irrigated,NA,3,1.5,1,NA,0,NA,3.534291735,NA,1.262512922,NA,0,0,NA,NA,NA,V
2018,1,111B,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2017,1,111C,irrigated,NA,2,1,1,NA,0,NA,1.570796327,NA,0.451582705,NA,0,0,NA,NA,NA,V
2018,1,111C,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2017,1,111D,irrigated,NA,1.5,1,1,NA,0,NA,1.178097245,NA,0.163900633,NA,0,0,NA,NA,NA,V
2018,1,111D,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2018,14,1122,drought,NA,8.5,2,1,1,0,0,13.35176878,20.61670179,2.591648869,3.026101514,0,0,NA,NA,NA,V
2019,14,1122,drought,NA,7.5,3.5,1,1,0,0,20.61670179,15.11891465,3.026101514,2.715946585,0,0,NA,NA,NA,V
2020,14,1122,drought,NA,5.5,3.5,1,1,0,0,15.11891465,18.84955592,2.715946585,2.936489355,0,0,NA,NA,NA,V
2021,14,1122,drought,NA,6,4,1,1,0,0,18.84955592,38.48451001,2.936489355,3.650255823,0,0,NA,NA,NA,V
2022,14,1122,drought,NA,7,7,1,1,0,0,38.48451001,35.34291735,3.650255823,3.565098014,0,0,NA,NA,NA,V
2023,14,1122,drought,NA,9,5,1,NA,0,NA,35.34291735,NA,3.565098014,NA,0,NA,NA,NA,NA,V
2018,5,1124,drought,NA,6,3,1,1,0,0,14.13716694,9.817477042,2.648807283,2.284164169,0,0,NA,NA,NA,V
2019,5,1124,drought,NA,5,2.5,1,0,0,0,9.817477042,NA,2.284164169,NA,0,0,NA,NA,NA,V
2020,5,1124,drought,NA,NA,NA,0,0,0,0,NA,4.71238898,NA,1.550194994,0,0,NA,NA,NA,dead
2021,5,1124,drought,NA,3,2,0,0,0,0,4.71238898,43.19689899,1.550194994,3.76576871,0,0,NA,NA,NA,dead
2022,5,1124,drought,NA,10,5.5,0,0,0,0,43.19689899,78.53981634,3.76576871,4.363605711,0,0,NA,NA,NA,dead
2023,5,1124,drought,NA,10,10,0,NA,0,NA,78.53981634,NA,4.363605711,NA,0,NA,NA,NA,NA,dead
2021,7,1129,drought,NA,2,2,1,1,0,0,3.141592654,27.48893572,1.144729886,3.313783586,0,0,NA,NA,NA,V
2022,7,1129,drought,NA,7,5,1,1,0,0,27.48893572,21.99114858,3.313783586,3.090640035,0,0,NA,NA,NA,V
2023,7,1129,drought,NA,7,4,1,NA,0,NA,21.99114858,NA,3.090640035,NA,0,NA,NA,NA,NA,V
2017,12,113,irrigated,NA,7,3,1,1,0,0,16.49336143,22.38384766,2.802957962,3.108339612,0,0,NA,NA,NA,V
2018,12,113,irrigated,NA,9.5,3,1,1,0,1,22.38384766,27.48893572,3.108339612,3.313783586,0,3,NA,NA,NA,V
2019,12,113,irrigated,NA,7,5,1,1,1,0,27.48893572,26.50718801,3.313783586,3.277415942,3,0,NA,NA,NA,F
2020,12,113,irrigated,NA,7.5,4.5,1,1,0,1,26.50718801,23.5619449,3.277415942,3.159632906,0,3,NA,29,NA,V
2021,12,113,irrigated,1,6,5,1,1,1,0,23.5619449,54.97787144,3.159632906,4.006930767,3,0,29,NA,9,F
2022,12,113,irrigated,NA,10,7,1,1,0,0,54.97787144,19.242255,4.006930767,2.957108642,0,0,NA,NA,NA,V
2023,12,113,irrigated,NA,7,3.5,1,NA,0,NA,19.242255,NA,2.957108642,NA,0,NA,NA,NA,NA,V
2019,15,1130,drought,NA,4,2.5,1,1,0,0,7.853981634,7.068583471,2.061020618,1.955660102,0,0,NA,NA,NA,V
2020,15,1130,drought,NA,4.5,2,1,1,0,0,7.068583471,9.817477042,1.955660102,2.284164169,0,0,NA,NA,NA,V
2021,15,1130,drought,NA,5,2.5,1,1,0,0,9.817477042,60.47565858,2.284164169,4.102240947,0,0,NA,NA,NA,V
2022,15,1130,drought,NA,11,7,1,1,0,0,60.47565858,51.83627878,4.102240947,3.948090267,0,0,NA,NA,NA,V
2023,15,1130,drought,NA,11,6,1,NA,0,NA,51.83627878,NA,3.948090267,NA,0,NA,NA,NA,NA,V
2022,14,1132,drought,NA,6,2.5,1,1,0,0,11.78097245,15.11891465,2.466485726,2.715946585,0,0,NA,NA,NA,V
2023,14,1132,drought,NA,5.5,3.5,1,NA,0,NA,15.11891465,NA,2.715946585,NA,0,NA,NA,NA,NA,V
2019,7,1134,drought,NA,9,4,1,NA,1,NA,28.27433388,NA,3.341954463,NA,3,0,NA,NA,NA,F
2020,7,1134,drought,NA,NA,NA,NA,1,NA,0,NA,6.283185307,NA,1.837877066,0,0,NA,NA,NA,NA
2021,7,1134,drought,NA,4,2,1,1,0,0,6.283185307,28.27433388,1.837877066,3.341954463,0,0,NA,NA,NA,V
2022,7,1134,drought,NA,12,3,1,1,0,0,28.27433388,23.5619449,3.341954463,3.159632906,0,0,NA,NA,NA,V
2023,7,1134,drought,NA,10,3,1,NA,0,NA,23.5619449,NA,3.159632906,NA,0,NA,NA,NA,NA,V
2019,15,1135,drought,NA,7,4,1,1,0,0,21.99114858,11.78097245,3.090640035,2.466485726,0,0,NA,NA,NA,V
2020,15,1135,drought,NA,7.5,2,1,1,0,0,11.78097245,27.48893572,2.466485726,3.313783586,0,0,NA,NA,NA,V
2021,15,1135,drought,NA,7,5,1,1,0,0,27.48893572,91.89158512,3.313783586,4.52060946,0,0,NA,NA,NA,V
2022,15,1135,drought,NA,13,9,1,1,0,0,91.89158512,175.9291886,4.52060946,5.170081577,0,0,NA,NA,NA,V
2023,15,1135,drought,NA,16,14,1,NA,0,NA,175.9291886,NA,5.170081577,NA,0,NA,NA,NA,NA,V
2019,6,1137,irrigated,NA,7.5,5.5,1,1,0,0,32.39767424,31.41592654,3.478086638,3.447314979,0,0,NA,NA,NA,V
2020,6,1137,irrigated,NA,8,5,1,1,0,1,31.41592654,47.1238898,3.447314979,3.852780087,0,0,NA,NA,NA,V
2021,6,1137,irrigated,NA,12,5,1,1,1,1,47.1238898,91.89158512,3.852780087,4.52060946,0,5,NA,102,NA,F
2022,6,1137,irrigated,NA,13,9,1,0,1,0,91.89158512,NA,4.52060946,NA,5,0,102,NA,20,F
2023,6,1137,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2022,7,1139,drought,NA,6.5,6.5,1,1,0,0,33.1830724,43.98229715,3.502039879,3.783787215,0,0,NA,NA,NA,V
2023,7,1139,drought,NA,7,8,1,NA,0,NA,43.98229715,NA,3.783787215,NA,0,NA,NA,NA,NA,V
2017,11,114,control,NA,10,5,1,1,0,1,39.26990817,17.67145868,3.67045853,2.871950834,0,2,NA,NA,NA,V
2018,11,114,control,NA,9,2.5,1,1,1,0,17.67145868,51.05088062,2.871950834,3.932822795,2,0,NA,NA,NA,F
2019,11,114,control,NA,13,5,1,1,0,1,51.05088062,9.424777961,3.932822795,2.243342175,0,4,NA,NA,NA,V
2020,11,114,control,NA,6,2,1,1,1,0,9.424777961,25.13274123,2.243342175,3.224171428,4,0,NA,NA,NA,F
2021,11,114,control,NA,8,4,1,1,0,0,25.13274123,49.48008429,3.224171428,3.901570251,0,0,NA,NA,NA,V
2022,11,114,control,NA,7,9,1,1,0,0,49.48008429,34.55751919,3.901570251,3.542625159,0,0,NA,NA,NA,V
2023,11,114,control,NA,11,4,1,NA,0,NA,34.55751919,NA,3.542625159,NA,0,NA,NA,NA,NA,V
2019,6,1140,irrigated,NA,6,2,1,1,0,0,9.424777961,24.74004215,2.243342175,3.208423071,0,0,NA,NA,NA,V
2020,6,1140,irrigated,NA,7,4.5,1,1,0,0,24.74004215,43.98229715,3.208423071,3.783787215,0,0,NA,NA,NA,V
2021,6,1140,irrigated,NA,14,4,1,1,0,0,43.98229715,296.8805058,3.783787215,5.69332972,0,0,NA,NA,NA,V
2022,6,1140,irrigated,NA,18,21,1,1,0,1,296.8805058,179.0707813,5.69332972,5.187781154,0,4,NA,0,NA,V
2023,6,1140,irrigated,NA,19,12,1,NA,1,NA,179.0707813,NA,5.187781154,NA,4,NA,0,NA,0,F
2019,7,1142,drought,NA,11,6,1,NA,0,NA,51.83627878,NA,3.948090267,NA,0,0,NA,NA,NA,V
2020,7,1142,drought,NA,NA,NA,NA,1,NA,0,NA,37.69911184,NA,3.629636536,0,0,NA,NA,NA,NA
2021,7,1142,drought,NA,8,6,1,1,0,0,37.69911184,25.91813939,3.629636536,3.254943086,0,0,NA,NA,NA,V
2022,7,1142,drought,NA,11,3,1,1,0,0,25.91813939,106.0287521,3.254943086,4.663710303,0,0,NA,NA,NA,V
2023,7,1142,drought,NA,15,9,1,NA,0,NA,106.0287521,NA,4.663710303,NA,0,NA,NA,NA,NA,V
2022,11,1143,control,NA,11,5,1,1,0,0,43.19689899,38.48451001,3.76576871,3.650255823,0,0,NA,NA,NA,V
2023,11,1143,control,NA,7,7,1,NA,0,NA,38.48451001,NA,3.650255823,NA,0,NA,NA,NA,NA,V
2022,11,1145,control,NA,7,3,1,1,0,0,16.49336143,10.99557429,2.802957962,2.397492854,0,0,NA,NA,NA,V
2023,11,1145,control,NA,7,2,1,NA,0,NA,10.99557429,NA,2.397492854,NA,0,NA,NA,NA,NA,V
2019,7,1148,drought,NA,9,2,1,NA,0,NA,14.13716694,NA,2.648807283,NA,0,0,NA,NA,NA,V
2020,7,1148,drought,NA,NA,NA,NA,1,NA,0,NA,26.70353756,NA,3.284796049,0,0,NA,NA,NA,NA
2021,7,1148,drought,NA,8.5,4,1,1,0,0,26.70353756,28.27433388,3.284796049,3.341954463,0,0,NA,NA,NA,V
2022,7,1148,drought,NA,9,4,1,1,0,0,28.27433388,31.41592654,3.341954463,3.447314979,0,0,NA,NA,NA,V
2023,7,1148,drought,NA,10,4,1,NA,0,NA,31.41592654,NA,3.447314979,NA,0,NA,NA,NA,NA,V
2017,12,115,irrigated,NA,5,2.5,1,1,0,0,9.817477042,13.35176878,2.284164169,2.591648869,0,0,NA,NA,NA,V
2018,12,115,irrigated,NA,8.5,2,1,1,0,0,13.35176878,35.34291735,2.591648869,3.565098014,0,0,NA,NA,NA,V
2019,12,115,irrigated,NA,9,5,1,1,0,1,35.34291735,31.41592654,3.565098014,3.447314979,0,4,NA,NA,NA,V
2020,12,115,irrigated,NA,8,5,1,1,1,1,31.41592654,49.08738521,3.447314979,3.893602081,4,3,NA,64,NA,F
2021,12,115,irrigated,1,12.5,5,1,1,1,0,49.08738521,120.9513172,3.893602081,4.795388127,3,0,64,NA,21,F
2022,12,115,irrigated,NA,14,11,1,1,0,1,120.9513172,95.42587685,4.795388127,4.558349788,0,3,NA,53,NA,V
2023,12,115,irrigated,NA,13.5,9,1,NA,1,NA,95.42587685,NA,4.558349788,NA,3,NA,53,NA,17,F
2022,7,1152,drought,NA,15,4,1,1,0,0,47.1238898,43.19689899,3.852780087,3.76576871,0,0,NA,NA,NA,V
2023,7,1152,drought,NA,11,5,1,NA,0,NA,43.19689899,NA,3.76576871,NA,0,NA,NA,NA,NA,V
2022,8,1154,control,NA,10,3,1,1,0,0,23.5619449,84.82300165,3.159632906,4.440566752,0,0,NA,NA,NA,V
2023,8,1154,control,NA,9,12,1,NA,0,NA,84.82300165,NA,4.440566752,NA,0,NA,NA,NA,NA,V
2019,6,1155,irrigated,NA,7.5,4,1,1,0,0,23.5619449,47.1238898,3.159632906,3.852780087,0,0,NA,NA,NA,V
2020,6,1155,irrigated,NA,10,6,1,1,0,0,47.1238898,69.11503838,3.852780087,4.235772339,0,0,NA,NA,NA,V
2021,6,1155,irrigated,NA,11,8,1,0,0,0,69.11503838,NA,4.235772339,NA,0,0,NA,NA,NA,V
2022,6,1155,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,6,1155,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2019,7,1157,drought,NA,11,5.5,1,1,1,1,47.51658889,25.52544031,3.86107889,3.239675614,4,0,NA,NA,NA,F
2020,7,1157,drought,NA,6.5,5,1,0,1,0,25.52544031,NA,3.239675614,NA,0,0,NA,NA,NA,F
2021,7,1157,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,1157,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,6,1158,irrigated,NA,14,4,1,1,0,0,43.98229715,51.05088062,3.783787215,3.932822795,0,0,NA,NA,NA,V
2022,6,1158,irrigated,NA,13,5,1,1,0,0,51.05088062,160.2212253,3.932822795,5.076555519,0,0,NA,NA,NA,V
2023,6,1158,irrigated,NA,17,12,1,NA,0,NA,160.2212253,NA,5.076555519,NA,0,NA,NA,NA,NA,V
2019,7,1159,drought,NA,6,3,1,1,0,0,14.13716694,NA,2.648807283,NA,0,0,NA,NA,NA,V
2020,7,1159,drought,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2021,7,1159,drought,NA,NA,NA,1,1,0,0,NA,7.853981634,NA,2.061020618,0,0,NA,NA,NA,dormant
2022,7,1159,drought,NA,5,2,1,1,0,0,7.853981634,16.49336143,2.061020618,2.802957962,0,0,NA,NA,NA,V
2023,7,1159,drought,NA,7,3,1,NA,0,NA,16.49336143,NA,2.802957962,NA,0,NA,NA,NA,NA,V
2017,3,116,control,NA,6,3,1,1,0,0,14.13716694,29.45243113,2.648807283,3.382776458,0,0,NA,NA,NA,V
2018,3,116,control,NA,7.5,5,1,1,0,0,29.45243113,37.69911184,3.382776458,3.629636536,0,0,NA,NA,NA,V
2019,3,116,control,NA,8,6,1,1,0,1,37.69911184,22.97289628,3.629636536,3.134315098,0,0,NA,NA,NA,V
2020,3,116,control,NA,6.5,4.5,1,1,1,0,22.97289628,24.74004215,3.134315098,3.208423071,0,0,NA,NA,NA,F
2021,3,116,control,NA,7,4.5,1,1,0,0,24.74004215,41.23340358,3.208423071,3.719248694,0,0,NA,NA,NA,V
2022,3,116,control,NA,10.5,5,1,1,0,0,41.23340358,28.27433388,3.719248694,3.341954463,0,0,NA,NA,NA,V
